選手名,チーム,防御率,試合,勝利,敗北,セーブ,ホールド,勝率,打者,投球回,被安打,被本塁打,与四球,与死球,奪三振,失点,自責点,WHIP,DIPS,完投,完封,year,沢村賞
平田　真吾,DeNA,2.84,43,1,1,0,11,0.5,195,44.1,38,2,25,2,46,16,14,1.42,3.26,0,0,2020,0
ブセニッツ,楽天,2.86,46,1,4,18,13,0.2,195,44,46,2,18,1,32,16,14,1.45,3.35,0,0,2020,0
金子　弌大,日本ハム,5.11,34,1,3,0,1,0.25,199,44,49,5,17,2,47,29,25,1.5,3.69,0,0,2020,0
長谷川　宙輝,ヤクルト,5.82,44,1,2,0,7,0.333,196,43.1,50,3,23,0,45,29,28,1.68,3.54,0,0,2020,0
榊原　翼,オリックス,5.19,9,1,4,0,0,0.2,206,43.1,44,5,39,1,31,26,25,1.92,5.96,0,0,2020,0
梅津　晃大,中日,3.74,7,2,3,0,0,0.4,184,43.1,39,4,19,1,43,22,18,1.34,3.58,1,0,2020,0
石田　健大,DeNA,2.53,50,1,4,0,25,0.2,176,42.2,32,1,14,1,46,15,12,1.08,1.97,0,0,2020,0
梅野　雄吾,ヤクルト,3.61,42,5,2,0,12,0.714,175,42.1,37,6,17,0,35,18,17,1.28,4.51,0,0,2020,0
岡野　祐一郎,中日,6.17,11,2,2,0,0,0.5,189,42.1,50,9,13,3,41,30,29,1.49,5.08,0,0,2020,0
菊池　保則,広島,4.5,44,1,0,1,4,1,189,42,41,6,19,3,53,24,21,1.43,4.02,0,0,2020,0
玉井　大翔,日本ハム,3.46,49,4,4,1,21,0.5,175,41.2,36,5,18,1,29,17,16,1.3,4.58,0,0,2020,0
ヒギンス,オリックス,2.4,41,3,3,0,19,0.5,175,41.1,37,2,20,0,45,11,11,1.38,2.81,0,0,2020,0
田村　伊知郎,西武,3.95,31,0,0,0,0,0,181,41,47,4,16,2,27,20,18,1.54,4.39,0,0,2020,0
Ｒ．マルティネス,中日,1.13,40,2,0,21,7,1,155,40,24,2,12,1,49,5,5,0.9,2.22,0,0,2020,0
岩崎　優,阪神,1.82,41,5,2,2,17,0.714,163,39.2,26,2,15,2,37,9,8,1.03,3.12,0,0,2020,0
山田　修義,オリックス,3.89,48,4,5,0,18,0.444,170,39.1,37,1,19,0,44,20,17,1.42,2.59,0,0,2020,0
小野　郁,ロッテ,3.23,40,2,2,0,4,0.5,162,39,31,2,18,1,32,18,14,1.26,3.53,0,0,2020,0
堀　瑞輝,日本ハム,4.19,45,2,1,1,14,0.667,173,38.2,30,2,22,6,45,20,18,1.34,3.64,0,0,2020,0
鈴木　優,オリックス,6.52,13,1,3,1,2,0.25,173,38.2,30,6,29,1,41,29,28,1.53,5.34,0,0,2020,0
辛島　航,楽天,4.93,19,1,3,1,2,0.25,170,38.1,43,6,15,3,26,22,21,1.51,5.21,0,0,2020,0
山﨑　康晃,DeNA,5.68,40,0,3,6,8,0,176,38,52,4,14,0,31,26,24,1.74,3.8,0,0,2020,0
村田　透,日本ハム,3.55,21,1,1,0,5,0.5,161,38,38,3,12,3,23,16,15,1.32,4.12,0,0,2020,0
ピープルズ,DeNA,4.97,10,2,2,0,0,0.5,166,38,40,6,13,2,29,22,21,1.39,4.59,0,0,2020,0
與座　海人,西武,5.45,8,2,4,0,0,0.333,169,38,47,5,13,2,18,23,23,1.58,5.07,0,0,2020,0
大江　竜聖,巨人,3.11,43,3,0,0,9,1,156,37.2,21,5,22,5,30,15,13,1.14,5.32,0,0,2020,0
ハーマン,ロッテ,2.15,38,3,2,1,23,0.6,149,37.2,28,2,12,0,37,9,9,1.06,2.56,0,0,2020,0
島内　颯太郎,広島,4.54,38,1,0,0,4,1,166,37.2,29,1,28,1,48,23,19,1.51,3.07,0,0,2020,0
鍵谷　陽平,巨人,2.89,46,3,1,0,13,0.75,148,37.1,25,2,13,1,40,12,12,1.02,2.72,0,0,2020,0
高梨　雄平,巨人,1.93,44,1,1,2,21,0.5,141,37.1,17,2,13,6,37,10,8,0.8,3.36,0,0,2020,0
宋　家豪,楽天,6.94,38,1,2,0,10,0.333,162,36.1,35,7,17,1,29,29,28,1.43,5.35,0,0,2020,0
寺島　成輝,ヤクルト,2.48,30,1,0,0,3,1,163,36.1,41,5,15,1,27,14,10,1.54,4.66,0,0,2020,0
中川　皓太,巨人,1,37,2,1,6,15,0.667,139,36,24,1,10,1,26,4,4,0.94,2.7,0,0,2020,0
ディクソン,オリックス,3.28,39,0,4,16,5,0,152,35.2,34,2,16,1,32,15,13,1.4,3.4,0,0,2020,0
増井　浩俊,オリックス,3.03,16,2,2,0,5,0.5,153,35.2,27,3,20,1,29,13,12,1.32,4.35,0,0,2020,0
吉田　一将,オリックス,4.08,23,1,1,1,0,0.5,153,35.1,38,3,12,1,34,17,16,1.42,3.4,0,0,2020,0
本田　圭佑,西武,4.08,7,1,4,0,0,0.2,149,35.1,35,6,13,0,24,17,16,1.36,5.07,0,0,2020,0
伊勢　大夢,DeNA,1.8,33,3,1,0,4,0.75,143,35,28,2,12,2,39,9,7,1.14,2.75,0,0,2020,0
泉　圭輔,ソフトバンク,2.08,40,0,1,0,8,0,143,34.2,26,1,19,1,28,9,8,1.3,3.61,0,0,2020,0
津留﨑　大成,楽天,4.19,33,1,1,0,1,0.5,147,34.1,30,1,18,1,24,17,16,1.4,3.76,0,0,2020,0
上原　健太,日本ハム,4.46,7,1,3,0,0,0.25,149,34.1,37,3,12,0,28,20,17,1.43,3.59,0,0,2020,0
歳内　宏明,ヤクルト,4.28,7,1,2,0,0,0.333,157,33.2,49,2,13,1,21,17,16,1.84,3.8,0,0,2020,0
デラロサ,巨人,2.56,35,2,0,17,5,1,132,31.2,23,3,16,3,28,9,9,1.23,4.38,0,0,2020,0
板東　湧梧,ソフトバンク,2.56,15,2,2,0,2,0.5,129,31.2,26,4,10,0,29,9,9,1.14,3.78,0,0,2020,0
荒西　祐大,オリックス,4.88,29,0,0,0,3,0,135,31.1,31,6,11,2,21,18,17,1.34,5.51,0,0,2020,0
武藤　祐太,DeNA,7.47,21,0,1,0,0,0,154,31.1,42,3,18,1,22,29,26,1.91,4.21,0,0,2020,0
安樂　智大,楽天,3.48,27,1,0,0,5,1,131,31,24,2,17,0,30,12,12,1.32,3.67,0,0,2020,0
馬場　皐輔,阪神,2.08,32,2,1,0,9,0.667,136,30.1,28,1,16,1,27,12,7,1.45,3.35,0,0,2020,0
唐川　侑己,ロッテ,1.19,32,1,1,0,14,0.5,118,30.1,22,1,9,0,23,4,4,1.02,2.92,0,0,2020,0
福田　俊,日本ハム,3.26,30,0,0,0,2,0,132,30.1,29,4,14,0,27,12,11,1.42,4.44,0,0,2020,0
嘉弥真　新也,ソフトバンク,2.1,50,3,1,0,18,0.75,117,30,18,1,10,2,33,7,7,0.93,2.55,0,0,2020,0
谷元　圭介,中日,3.6,36,1,3,0,13,0.25,122,30,20,3,13,0,21,13,12,1.1,4.22,0,0,2020,0
秋吉　亮,日本ハム,6.37,33,1,2,12,4,0.333,131,29.2,30,6,11,0,28,21,21,1.38,4.97,0,0,2020,0
福井　優也,楽天,5.46,7,0,4,0,0,0,128,29.2,26,2,14,2,18,18,18,1.35,4.4,0,0,2020,0
山中　浩史,ヤクルト,5.52,6,1,2,0,0,0.333,125,29.1,31,3,8,0,16,18,18,1.33,4.18,0,0,2020,0
吉田　凌,オリックス,2.17,35,2,2,0,7,0.5,118,29,15,1,15,2,33,7,7,1.03,2.95,0,0,2020,0
山本　拓実,中日,5.59,9,1,3,0,0,0.25,133,29,31,4,17,1,25,20,18,1.66,5.05,0,0,2020,0
京山　将弥,DeNA,4.66,6,2,1,0,0,0.667,127,29,29,4,11,1,25,15,15,1.38,4.33,0,0,2020,0
伊藤　翔,西武,4.08,12,0,2,0,0,0,128,28.2,30,3,16,0,18,13,13,1.6,4.9,0,0,2020,0
東條　大樹,ロッテ,2.54,39,1,1,0,5,0.5,121,28.1,25,3,12,4,26,10,8,1.31,4.36,0,0,2020,0
松本　裕樹,ソフトバンク,3.49,25,0,1,0,6,0,120,28.1,20,4,19,0,27,11,11,1.38,5.06,0,0,2020,0
田中　豊樹,巨人,4.88,31,1,1,0,1,0.5,133,27.2,32,4,18,3,21,19,15,1.81,5.65,0,0,2020,0
中田　廉,広島,4.28,32,0,1,0,4,0,116,27.1,28,6,8,0,22,13,13,1.32,5.24,0,0,2020,0
Ｊ．Ｔ．シャギワ,楽天,5.81,31,0,3,1,6,0,121,26.1,23,2,14,4,19,17,17,1.41,4.6,0,0,2020,0
井口　和朋,日本ハム,4.1,29,1,0,0,2,1,113,26.1,27,5,8,2,18,14,12,1.33,5.13,0,0,2020,0
ゴンサレス,中日,4.78,28,0,0,0,4,0,119,26.1,34,3,9,1,27,16,14,1.63,3.69,0,0,2020,0
又吉　克樹,中日,2.77,26,4,0,0,7,1,105,26,22,2,8,1,18,8,8,1.15,3.66,0,0,2020,0
バンデンハーク,ソフトバンク,6.92,5,2,2,0,0,0.5,113,26,28,6,10,0,20,21,20,1.46,5.74,0,0,2020,0
チェン・ウェイン,ロッテ,2.42,4,0,3,0,0,0,102,26,22,4,4,0,14,7,7,1,4.39,1,0,2020,0
小川　龍也,西武,2.1,38,2,1,0,3,0.667,109,25.2,22,1,14,1,13,6,6,1.4,4.25,0,0,2020,0
中澤　雅人,ヤクルト,7.36,28,1,1,0,3,0.5,119,25.2,32,6,9,1,19,21,21,1.6,5.61,0,0,2020,0
西村　天裕,日本ハム,4.56,16,0,0,0,0,0,115,25.2,23,4,14,2,29,14,13,1.44,4.76,0,0,2020,0
藤嶋　健人,中日,3.91,26,1,0,1,3,1,103,25.1,21,5,9,1,21,11,11,1.18,5.21,0,0,2020,0
宮國　椋丞,巨人,5.33,21,0,0,0,0,0,109,25.1,27,5,8,0,22,15,15,1.38,4.78,0,0,2020,0
今野　龍太,ヤクルト,2.84,20,0,1,0,0,0,113,25.1,23,1,13,0,36,10,8,1.42,2.09,0,0,2020,0
武田　翔太,ソフトバンク,6.48,7,2,2,0,0,0.5,121,25,34,7,14,1,23,19,18,1.92,6.6,0,0,2020,0
能見　篤史,阪神,4.74,34,1,0,1,4,1,109,24.2,25,6,12,1,19,14,13,1.5,6.32,0,0,2020,0
齋藤　綱記,オリックス,4.01,32,1,1,0,4,0.5,105,24.2,24,3,8,1,23,11,11,1.3,3.81,0,0,2020,0
ビエイラ,巨人,3.28,27,0,1,0,2,0,118,24.2,27,3,17,2,29,9,9,1.78,4.54,0,0,2020,0
大竹　寛,巨人,2.59,29,1,2,0,16,0.333,100,24.1,20,3,9,1,16,9,7,1.19,4.64,0,0,2020,0
岡田　俊哉,中日,4.88,29,2,2,3,3,0.5,112,24,28,3,14,0,27,20,13,1.75,4,0,0,2020,0
公文　克彦,日本ハム,7.88,29,0,2,1,8,0,116,24,33,3,11,0,19,24,21,1.83,4.41,0,0,2020,0
イノーア,ヤクルト,10.13,9,0,3,0,0,0,125,24,45,8,10,0,15,29,27,2.29,7.45,0,0,2020,0
十亀　剣,西武,7.5,8,1,2,0,0,0.333,117,24,30,5,13,3,13,21,20,1.79,6.75,0,0,2020,0
榎田　大樹,西武,5.25,5,1,1,0,0,0.5,103,24,26,4,6,1,9,14,14,1.33,5.41,0,0,2020,0
漆原　大晟,オリックス,3.42,22,0,0,2,5,0,102,23.2,20,2,13,1,30,9,9,1.39,3.46,0,0,2020,0
髙橋　優貴,巨人,4.3,8,1,3,0,2,0.25,101,23,22,2,12,0,23,12,11,1.48,3.82,0,0,2020,0
エドワーズ,阪神,2.38,23,0,1,0,12,0,86,22.2,17,2,3,2,17,6,6,0.88,3.43,0,0,2020,0
岩田　稔,阪神,6.35,5,1,2,0,0,0.333,107,22.2,26,1,15,2,15,16,16,1.81,4.49,0,0,2020,0
フローレス,ロッテ,7.66,14,2,2,0,1,0.5,108,22.1,27,3,16,0,25,19,19,1.93,4.64,0,0,2020,0
清水　達也,中日,3.38,6,1,1,0,0,0.5,92,21.1,15,3,15,0,21,9,8,1.41,5.09,0,0,2020,0
ノリン,西武,6.75,5,1,2,0,0,0.333,96,21.1,22,3,10,1,21,16,16,1.5,4.39,0,0,2020,0
澤田　圭佑,オリックス,3.43,24,0,2,0,0,0,87,21,16,5,8,0,24,10,8,1.14,4.79,0,0,2020,0
澤村　拓一,ロッテ,1.71,22,0,2,1,13,0,82,21,10,2,10,0,29,4,4,0.95,3.02,0,0,2020,0
小川　一平,阪神,4.71,21,0,0,0,0,0,101,21,28,1,13,0,18,15,11,1.95,3.6,0,0,2020,0
吉田　輝星,日本ハム,8.41,5,0,2,0,0,0,99,20.1,26,2,12,1,11,22,19,1.87,5.23,0,0,2020,0
寺岡　寛治,楽天,3.15,24,2,1,0,10,0.667,88,20,15,0,11,2,14,7,7,1.3,3.52,0,0,2020,0
チェン・グァンユウ,ロッテ,3.2,19,1,0,0,2,1,89,19.2,20,1,13,0,12,8,7,1.68,4.39,0,0,2020,0
近藤　一樹,ヤクルト,4.74,20,0,1,1,2,0,81,19,21,4,6,0,11,13,10,1.42,5.65,0,0,2020,0
望月　惇志,阪神,5.21,16,0,0,0,0,0,81,19,18,2,8,0,18,11,11,1.37,3.86,0,0,2020,0
小笠原　慎之介,中日,7.11,4,1,3,0,0,0.25,85,19,22,4,8,1,16,17,15,1.58,5.59,0,0,2020,0
内海　哲也,西武,4.26,4,1,2,0,0,0.333,83,19,18,3,6,1,12,12,9,1.26,5.01,0,0,2020,0
高橋　樹也,広島,8.2,18,0,0,0,0,0,94,18.2,31,3,8,1,15,18,17,2.09,5.05,0,0,2020,0
富山　凌雅,オリックス,4.42,18,0,2,0,3,0,77,18.1,14,3,10,1,15,9,9,1.31,5.41,0,0,2020,0
川原　弘之,ソフトバンク,2,22,0,0,0,4,0,79,18,12,0,14,3,15,5,4,1.44,4.12,0,0,2020,0
木下　雄介,中日,4.08,18,0,0,1,0,0,81,17.2,19,1,12,1,24,9,8,1.75,3.35,0,0,2020,0
吉見　一起,中日,5.6,5,1,2,0,0,0.333,77,17.2,21,6,3,2,10,11,11,1.36,7.25,0,0,2020,0
一岡　竜司,広島,6.23,19,0,1,1,2,0,81,17.1,25,2,5,1,14,12,12,1.73,4.04,0,0,2020,0
原　樹理,ヤクルト,5.19,5,2,2,0,1,0.5,88,17.1,20,6,13,1,14,16,10,1.9,8.43,0,0,2020,0
砂田　毅樹,DeNA,2.65,17,0,0,0,4,0,68,17,10,2,5,2,14,6,5,0.88,4.06,0,0,2020,0
橋本　侑樹,中日,7.41,14,0,0,0,0,0,80,17,20,3,13,1,13,15,14,1.94,6.36,0,0,2020,0
池田　駿,楽天,4.32,21,1,0,0,0,1,77,16.2,21,0,7,0,13,8,8,1.68,2.82,0,0,2020,0
森原　康平,楽天,7.56,17,1,2,4,2,0.333,81,16.2,23,4,7,1,14,14,14,1.8,5.64,0,0,2020,0
佐藤　優,中日,9.18,14,0,0,0,4,0,77,16.2,18,2,6,2,12,18,17,1.44,4.68,0,0,2020,0
杉山　一樹,ソフトバンク,2.16,11,0,0,0,1,0,69,16.2,15,1,6,0,22,5,4,1.26,2.34,0,0,2020,0
津森　宥紀,ソフトバンク,2.76,14,1,0,0,3,1,72,16.1,15,2,8,1,17,5,5,1.41,4.28,0,0,2020,0
大下　佑馬,ヤクルト,5.51,13,0,1,0,0,0,72,16.1,20,2,3,0,10,11,10,1.41,3.85,0,0,2020,0
クック,ヤクルト,7.88,7,0,3,0,0,0,82,16,29,2,3,1,6,19,14,2,4.75,0,0,2020,0
宮城　大弥,オリックス,3.94,3,1,1,0,0,0.5,73,16,19,0,6,1,16,8,7,1.56,2.43,0,0,2020,0
大竹　耕太郎,ソフトバンク,2.3,3,2,0,0,0,1,60,15.2,13,1,3,0,8,4,4,1.02,3.5,0,0,2020,0
伊藤　和雄,阪神,3.52,15,1,1,0,1,0.5,74,15.1,8,0,20,0,15,7,6,1.83,4.49,0,0,2020,0
岩嵜　翔,ソフトバンク,7.2,17,0,2,0,10,0,70,15,19,3,6,1,20,12,12,1.67,4.45,0,0,2020,0
東妻　勇輔,ロッテ,3,13,0,0,0,1,0,69,15,10,2,14,0,4,5,5,1.6,6.92,0,0,2020,0
永野　将司,ロッテ,5.4,13,0,0,0,0,0,73,15,16,0,13,0,14,9,9,1.93,3.85,0,0,2020,0
ＤＪ．ジョンソン,楽天,3.07,16,1,0,0,4,1,62,14.2,13,2,6,0,16,6,5,1.3,3.94,0,0,2020,0
風張　蓮,ヤクルト,7.98,11,0,0,0,0,0,75,14.2,22,2,9,1,11,13,13,2.11,5.44,0,0,2020,0
谷川　昌希,阪神,5.02,14,0,0,0,0,0,61,14.1,13,2,4,2,15,8,8,1.19,3.89,0,0,2020,0
石崎　剛,ロッテ,9,12,0,1,0,2,0,69,14,12,2,15,0,19,14,14,1.93,5.48,0,0,2020,0
ＤＪ．ジョンソン,広島,4.61,14,0,0,0,1,0,69,13.2,19,0,8,1,13,10,7,1.98,2.97,0,0,2020,0
山本　大貴,ロッテ,2.63,12,0,0,0,0,0,54,13.2,11,1,6,0,7,4,4,1.24,4.36,0,0,2020,0
久保　拓眞,ヤクルト,5.93,10,0,1,0,0,0,61,13.2,15,1,5,1,15,9,9,1.46,3.19,0,0,2020,0
Ｋ－鈴木,オリックス,10.54,8,0,2,0,1,0,78,13.2,23,4,14,1,10,17,16,2.71,8.75,0,0,2020,0
藤川　球児,阪神,6.08,16,1,3,2,1,0.25,65,13.1,16,3,9,1,15,11,9,1.88,6.05,0,0,2020,0
澤村　拓一,巨人,6.08,13,1,1,0,1,0.5,64,13.1,14,1,8,2,11,9,9,1.65,4.7,0,0,2020,0
三上　朋也,DeNA,2.77,10,0,0,0,0,0,55,13,13,0,6,1,7,4,4,1.46,3.43,0,0,2020,0
比嘉　幹貴,オリックス,0.71,20,0,0,0,9,0,49,12.2,5,1,5,1,11,1,1,0.79,3.36,0,0,2020,0
堀岡　隼人,巨人,7.82,12,0,0,0,1,0,62,12.2,16,2,8,0,11,13,11,1.89,5.33,0,0,2020,0
高木　京介,巨人,3.65,17,0,1,1,4,0,49,12.1,11,1,2,0,12,5,5,1.05,2.71,0,0,2020,0
福山　博之,楽天,0.75,14,0,0,0,6,0,49,12,12,1,5,0,8,1,1,1.42,3.87,0,0,2020,0
阪口　皓亮,DeNA,7.5,3,0,2,0,0,0,62,12,22,2,7,0,10,10,10,2.42,5.12,0,0,2020,0
直江　大輔,巨人,3,3,0,0,0,0,0,49,12,10,2,3,1,11,4,4,1.08,4.45,0,0,2020,0
鈴木　健矢,日本ハム,7.94,11,0,1,0,0,0,55,11.1,15,0,7,0,11,10,10,1.94,3.03,0,0,2020,0
椎野　新,ソフトバンク,5.73,12,1,1,0,1,0.5,49,11,12,1,5,0,13,7,7,1.55,3.3,0,0,2020,0
國場　翼,西武,7.36,7,0,0,0,1,0,55,11,14,2,8,0,8,11,9,2,6.21,0,0,2020,0
有吉　優樹,ロッテ,4.91,3,1,1,0,0,0.5,49,11,15,1,2,0,5,6,6,1.55,3.67,0,0,2020,0
中田　賢一,阪神,7.59,3,0,2,0,0,0,53,10.2,18,0,5,0,11,9,9,2.16,2.46,0,0,2020,0
桑原　謙太朗,阪神,3.48,12,0,0,0,2,0,43,10.1,7,2,4,0,8,4,4,1.06,5.25,0,0,2020,0
青山　浩二,楽天,4.35,11,2,0,0,0,1,50,10.1,11,0,6,0,8,6,5,1.65,3.31,0,0,2020,0
齊藤　大将,西武,9.9,7,0,1,0,0,0,51,10,15,2,7,1,3,12,11,2.2,7.52,0,0,2020,0
金久保　優斗,ヤクルト,5.4,3,0,0,0,0,0,44,10,10,0,5,0,10,6,6,1.5,2.62,0,0,2020,0
中村　恭平,広島,0.96,14,0,0,0,1,0,44,9.1,7,0,8,1,4,1,1,1.61,5.16,0,0,2020,0
中尾　輝,ヤクルト,5,5,0,0,0,0,0,41,9,9,3,5,0,6,5,5,1.56,7.79,0,0,2020,0
大西　広樹,ヤクルト,5,5,0,1,0,0,0,44,9,14,1,5,0,6,5,5,2.11,4.9,0,0,2020,0
竹安　大知,オリックス,3,2,1,0,0,0,1,40,9,8,0,5,1,3,5,3,1.44,4.45,0,0,2020,0
大嶺　祐太,ロッテ,9,2,0,1,0,0,0,45,9,15,1,6,0,9,9,9,2.33,4.56,0,0,2020,0
藤岡　貴裕,巨人,3.12,12,0,0,0,0,0,39,8.2,7,1,6,1,6,3,3,1.5,5.31,0,0,2020,0
山田　大樹,ヤクルト,8.31,2,0,2,0,0,0,36,8.2,8,1,4,0,4,8,8,1.38,5.08,0,0,2020,0
金田　和之,オリックス,6.48,6,0,0,0,0,0,39,8.1,10,1,7,0,7,6,6,2.04,5.52,0,0,2020,0
ロドリゲス,日本ハム,2.25,7,0,0,0,3,0,34,8,7,0,3,0,9,2,2,1.25,1.62,0,0,2020,0
スコット,広島,15.75,7,0,3,0,0,0,49,8,17,1,8,1,7,14,14,3.13,6,0,0,2020,0
山井　大介,中日,9,6,0,0,0,0,0,42,8,12,1,5,1,5,8,8,2.13,5.75,0,0,2020,0
村西　良太,オリックス,9,4,0,1,0,0,0,39,8,6,2,10,0,5,8,8,2,8.87,0,0,2020,0
矢崎　拓也,広島,9.39,6,0,0,0,0,0,39,7.2,11,3,5,1,10,9,8,2.09,7.95,0,0,2020,0
鈴木　博志,中日,12.91,6,0,0,0,0,0,44,7.2,14,2,6,0,4,12,11,2.61,7.82,0,0,2020,0
田中　靖洋,ロッテ,2.45,8,1,0,0,2,1,30,7.1,5,1,4,0,8,2,2,1.23,4.35,0,0,2020,0
南　昌輝,ロッテ,4.91,6,0,0,0,0,0,32,7.1,5,2,5,0,6,4,4,1.36,7.07,0,0,2020,0
櫻井　周斗,DeNA,7.36,3,0,0,0,0,0,35,7.1,12,0,3,0,4,6,6,2.05,3.26,0,0,2020,0
ジャクソン,ロッテ,3.86,7,0,0,1,3,0,29,7,4,1,3,0,12,3,3,1,2.83,0,0,2020,0
中塚　駿太,西武,5.14,6,0,0,0,0,0,33,7,8,0,4,0,5,4,4,1.71,3.41,0,0,2020,0
鍬原　拓也,巨人,6.43,5,1,0,0,0,1,32,7,6,0,5,1,6,5,5,1.57,3.98,0,0,2020,0
齋藤　友貴哉,阪神,7.71,5,0,0,0,0,0,35,7,9,1,5,0,11,6,6,2,3.98,0,0,2020,0
佐野　泰雄,西武,1.35,8,0,0,0,0,0,30,6.2,9,1,2,0,1,1,1,1.65,5.67,0,0,2020,0
小林　慶祐,オリックス,4.05,7,0,0,0,0,0,35,6.2,11,0,5,1,5,3,3,2.4,3.87,0,0,2020,0
近藤　弘樹,楽天,5.4,6,0,0,0,1,0,31,6.2,5,2,5,1,4,4,4,1.5,8.52,0,0,2020,0
吉田　侑樹,日本ハム,4.26,5,0,0,0,0,0,27,6.1,8,0,2,0,6,3,3,1.58,2.17,0,0,2020,0
中川　虎大,DeNA,7.11,3,0,1,0,0,0,27,6.1,6,2,4,0,3,5,5,1.58,8.17,0,0,2020,0
古谷　拓郎,ロッテ,4.26,2,0,1,0,0,0,30,6.1,6,1,7,1,7,3,3,2.05,6.75,0,0,2020,0
加治屋　蓮,ソフトバンク,6,6,0,0,0,0,0,30,6,10,1,3,1,2,4,4,2.17,6.62,0,0,2020,0
生田目　翼,日本ハム,7.5,3,0,1,0,0,0,29,6,9,1,3,0,5,6,5,2,5.12,0,0,2020,0
神戸　文也,オリックス,9.53,5,0,1,0,1,0,33,5.2,9,0,7,0,5,7,6,2.82,5.06,0,0,2020,0
古谷　優人,ソフトバンク,3.18,4,0,0,0,0,0,29,5.2,5,0,6,0,9,3,2,1.94,3.12,0,0,2020,0
横川　凱,巨人,1.59,2,0,0,0,0,0,20,5.2,4,1,1,0,2,1,1,0.88,5.24,0,0,2020,0
濱田　達郎,中日,6.75,7,0,0,0,0,0,27,5.1,7,2,3,1,5,4,4,1.88,8.37,0,0,2020,0
進藤　拓也,DeNA,5.06,5,0,0,0,0,0,24,5.1,5,1,3,0,8,3,3,1.5,4.25,0,0,2020,0
吉川　光夫,日本ハム,3.38,5,0,0,0,0,0,24,5.1,5,0,4,0,1,2,2,1.69,5,0,0,2020,0
中﨑　翔太,広島,9,6,1,0,0,0,1,25,5,8,3,3,0,3,5,5,2.2,11.52,0,0,2020,0
古川　侑利,巨人,11.57,5,0,0,0,0,0,26,4.2,12,1,1,0,4,6,6,2.79,4.19,0,0,2020,0
今村　猛,広島,12.46,6,0,0,0,1,0,25,4.1,10,0,2,0,1,6,6,2.77,4.04,0,0,2020,0
海田　智行,オリックス,14.54,6,0,1,0,2,0,22,4.1,8,0,1,0,4,7,7,2.08,1.97,0,0,2020,0
佐々木　千隼,ロッテ,8.31,5,0,0,0,0,0,23,4.1,7,1,2,1,5,4,4,2.08,5.89,0,0,2020,0
奥村　政稔,ソフトバンク,2.08,5,0,0,0,0,0,20,4.1,3,0,3,2,7,1,1,1.38,3.35,0,0,2020,0
沼田　翔平,巨人,10.38,5,0,0,0,0,0,23,4.1,6,1,4,0,3,5,5,2.31,7.5,0,0,2020,0
尾仲　祐哉,阪神,6.23,4,0,0,0,0,0,21,4.1,6,0,2,0,2,3,3,1.85,3.58,0,0,2020,0
三ツ間　卓也,中日,20.77,4,0,0,0,0,0,27,4.1,11,1,2,1,7,10,10,3,4.97,0,0,2020,0
飯田　優也,オリックス,15.75,4,1,0,0,0,1,24,4,11,0,1,0,5,7,7,3,0.62,0,0,2020,0
守屋　功輝,阪神,11.25,3,0,0,0,0,0,23,4,6,1,4,2,3,5,5,2.5,9.37,0,0,2020,0
本田　仁海,オリックス,6.75,1,0,1,0,0,0,24,4,8,0,4,0,2,7,3,3,5.12,0,0,2020,0
釜田　佳直,楽天,9.82,4,0,0,0,0,0,26,3.2,9,0,4,1,4,5,4,3.55,5.03,0,0,2020,0
武隈　祥太,西武,22.09,3,0,0,0,0,0,28,3.2,9,0,7,0,4,11,9,4.36,6.67,0,0,2020,0
東明　大貴,オリックス,4.91,2,0,0,0,0,0,14,3.2,4,1,1,0,1,2,2,1.36,6.94,0,0,2020,0
松永　昂大,ロッテ,0,5,0,0,0,3,0,15,3.1,3,0,3,0,3,0,0,1.8,4.02,0,0,2020,0
北浦　竜次,日本ハム,16.2,3,0,1,0,0,0,22,3.1,9,0,3,0,0,7,6,3.6,5.82,0,0,2020,0
成田　翔,ロッテ,18,3,0,0,0,0,0,15,3,5,2,0,1,3,6,6,1.67,10.79,0,0,2020,0
藤井　黎來,広島,6,3,0,0,0,0,0,14,3,4,0,1,0,4,2,2,1.67,1.45,0,0,2020,0
マルク,中日,12,3,0,0,0,0,0,17,3,5,1,3,0,3,4,4,2.67,8.45,0,0,2020,0
小林　慶祐,阪神,0,2,0,0,0,0,0,14,3,3,0,2,0,5,0,0,1.67,0.79,0,0,2020,0
坂本　光士郎,ヤクルト,12,1,0,0,0,0,0,19,3,5,1,4,1,3,6,4,3,10.45,0,0,2020,0
ディプラン,巨人,19.29,2,0,0,0,0,0,16,2.1,7,3,2,1,2,5,5,3.86,21.98,0,0,2020,0
久保　裕也,楽天,13.5,5,1,0,0,1,1,10,2,4,0,0,0,1,3,3,2,2.12,0,0,2020,0
松岡　洸希,西武,13.5,2,0,0,0,0,0,12,2,5,0,2,0,0,3,3,3.5,6.12,0,0,2020,0
田中　法彦,広島,0,2,0,0,0,0,0,8,2,1,0,1,0,0,0,0,1,4.62,0,0,2020,0
望月　大希,日本ハム,0,2,0,0,0,0,0,8,2,1,0,0,0,1,0,0,0.5,2.12,0,0,2020,0
奥川　恭伸,ヤクルト,22.5,1,0,1,0,0,0,15,2,9,1,0,0,2,5,5,4.5,7.62,0,0,2020,0
藤岡　好明,DeNA,21.6,4,0,0,0,1,0,12,1.2,4,0,3,0,3,4,4,4.2,4.92,0,0,2020,0
